rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_disc,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,rowupdate,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_metratio,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn
1134,Kepler-281,c,Transit,2,36.337373,0.000111,-0.000111,0,0.215,,,0,,,,,,,,,,,,,0.474,0.184,-0.184,0,,,,,,,,,0,1,294.108185,44.770699,,,,,,,,,5723,200,-200,0,0,0.98,,,0,0,0.9,0.35,-0.35,0,0,,,Kepler-281 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,2.06,-2.06,0,0.049,0.019,-0.019,0,,,,,0.2837,0.0092,-0.0092,0,2454993.401,0.00175,-0.00175,0,BJD,0.77,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,17,8,http://exoplanet.eu/catalog/kepler-281_c/,http://exoplanets.org/detail/Kepler-281_c,2/26/14,19.60721232,77.669301,11.413471,312.686798,64.678075,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,0.3,-0.3,0,0,,,,,,,,,,0.012,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.5,0.025,0,0,14.16,0.038,0,0,13.994,0.058,0,0,13.998,0.025,0,1,14.175,0.033,0,1,12.596,,-1,0,9.549,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.34,0.045,0,0,0.166,0.069,0,0,0.506,0.063,0,0,,,,,,,,,,,,,5
1135,Kepler-282,b,Transit,4,9.220524,0.000341,-0.000341,0,0.082,,,0,,,,,,,,,,,,,0.09,0.022,-0.022,0,,,,,,,,,0,1,284.677277,44.797684,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,0.9,0.21,-0.21,0,0,,,Kepler-282 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,0.25,-0.25,0,0.009,0.002,-0.002,0,,,,,0.202,0.0164,-0.0164,0,2454971.054,0.02523,-0.02523,0,BJD,0.02,0.21,-0.21,0,,,,,,,,,,,,,2014,3,0,19,9,http://exoplanet.eu/catalog/kepler-282_b/,http://exoplanets.org/detail/Kepler-282_b,2/26/14,18.97848511,74.876063,17.533125,297.221176,66.855222,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,0.15,-0.15,0,0,,,,,,,,,,-0.374,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.08,0.028,0,0,13.718,0.027,0,0,13.65,0.046,0,0,13.73,0.024,0,0,13.779,0.029,0,0,13.142,,-1,0,9.233,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.362,0.039,0,0,0.068,0.053,0,0,0.43,0.054,0,0,,,,,,,,,,,,,5
1136,Kepler-282,c,Transit,4,13.638723,0.000491,-0.000491,0,0.106,,,0,,,,,,,,,,,,,0.107,0.026,-0.026,0,,,,,,,,,0,1,284.677277,44.797684,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,0.9,0.21,-0.21,0,0,,,Kepler-282 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.29,-0.29,0,0.011,0.003,-0.003,0,,,,,0.2322,0.0138,-0.0138,0,2454974.778,0.02213,-0.02213,0,BJD,0.07,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,19,9,http://exoplanet.eu/catalog/kepler-282_c/,http://exoplanets.org/detail/Kepler-282_c,2/26/14,18.97848511,74.876063,17.533125,297.221176,66.855222,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,0.15,-0.15,0,0,,,,,,,,,,-0.374,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.08,0.028,0,0,13.718,0.027,0,0,13.65,0.046,0,0,13.73,0.024,0,0,13.779,0.029,0,0,13.142,,-1,0,9.233,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.362,0.039,0,0,0.068,0.053,0,0,0.43,0.054,0,0,,,,,,,,,,,,,5
1137,Kepler-282,d,Transit,4,24.806,,,0,,,,,,,,,0.192,0.113,-0.114,0,,,,,0.219,0.089,-0.018,0,,,,,,,,,1,1,284.677277,44.797684,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,0.9,0.21,-0.21,0,0,,,Kepler-282 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,61,35.9,-36.1,0,,,,,2.46,1,-0.2,0,0.023,0.009,-0.002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,16,9,http://exoplanet.eu/catalog/kepler-282_d/,,12/16/13,18.97848511,74.876063,17.533125,297.221176,66.855222,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,0.15,-0.15,0,0,,,,,,,,,,-0.374,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.08,0.028,0,0,13.718,0.027,0,0,13.65,0.046,0,0,13.73,0.024,0,0,13.779,0.029,0,0,13.142,,-1,0,9.233,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.362,0.039,0,0,0.068,0.053,0,0,0.43,0.054,0,0,,,,,,,,,,,,,5
1138,Kepler-282,e,Transit,4,44.347,,,0,,,,,,,,,0.177,0.051,-0.053,0,,,,,0.277,0.112,-0.022,0,,,,,,,,,1,1,284.677277,44.797684,,,,,,,,,5602,155,-155,0,0,0.97,0.1,-0.12,0,0,0.9,0.21,-0.21,0,0,,,Kepler-282 e,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,56.2,16.2,-16.7,0,,,,,3.1,1.26,-0.25,0,0.028,0.012,-0.002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,16,9,http://exoplanet.eu/catalog/kepler-282_e/,,12/16/13,18.97848511,74.876063,17.533125,297.221176,66.855222,,,,,,,,,,,,,,,,,,,,,,,,,,4.46,0.15,-0.15,0,0,,,,,,,,,,-0.374,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.08,0.028,0,0,13.718,0.027,0,0,13.65,0.046,0,0,13.73,0.024,0,0,13.779,0.029,0,0,13.142,,-1,0,9.233,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.362,0.039,0,0,0.068,0.053,0,0,0.43,0.054,0,0,,,,,,,,,,,,,5
1139,Kepler-283,b,Transit,2,11.008151,0.000029,-0.000029,0,0.082,,,0,,,,,,,,,,,,,0.19,0.023,-0.023,0,,,,,,,,,0,1,293.613739,47.838997,,,,,,,,,4351,100,-100,0,0,,,,,,0.57,0.02,-0.02,0,0,,,Kepler-283 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13,0.26,-0.26,0,0.019,0.002,-0.002,0,,,,,0.087,0.0028,-0.0028,0,2454976.226,0.00142,-0.00142,0,BJD,0.51,0.34,-0.34,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-283_b/,http://exoplanets.org/detail/Kepler-283_b,2/26/14,19.57424927,80.320055,13.093244,314.942704,67.628036,,,,,,4,,,-16,,,16.5,,,,,,,,,,,,,,4.72,0.15,-0.15,0,0,,,,,,,,,,-0.26,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.927,0.022,0,0,13.263,0.023,0,0,13.139,0.03,0,0,13.094,0.024,0,0,13.14,0.024,0,0,12.822,,-1,0,9.266,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.664,0.032,0,0,0.124,0.038,0,0,0.788,0.037,0,0,,,,,,,,,,,,,5
1140,Kepler-283,c,Transit,2,92.743711,0.001413,-0.001413,0,0.341,,,0,,,,,,,,,,,,,0.162,0.011,-0.011,0,,,,,,,,,0,1,293.613739,47.838997,,,,,,,,,4351,100,-100,0,0,,,,,,0.57,0.02,-0.02,0,0,,,Kepler-283 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,0.12,-0.12,0,0.017,0.001,-0.001,0,,,,,0.2616,0.0149,-0.0149,0,2455006.311,0.0073,-0.0073,0,BJD,0.44,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-283_c/,http://exoplanets.org/detail/Kepler-283_c,2/26/14,19.57424927,80.320055,13.093244,314.942704,67.628036,,,,,,4,,,-16,,,16.5,,,,,,,,,,,,,,4.72,0.15,-0.15,0,0,,,,,,,,,,-0.26,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.927,0.022,0,0,13.263,0.023,0,0,13.139,0.03,0,0,13.094,0.024,0,0,13.14,0.024,0,0,12.822,,-1,0,9.266,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.664,0.032,0,0,0.124,0.038,0,0,0.788,0.037,0,0,,,,,,,,,,,,,5
1141,Kepler-284,b,Transit,2,12.699149,0.000071,-0.000071,0,0.104,,,0,,,,,,,,,,,,,0.2,0.087,-0.087,0,,,,,,,,,0,1,293.146484,47.729649,,,,,,,,,5615,200,-200,0,0,,,,,,0.81,0.36,-0.36,0,0,,,Kepler-284 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,0.98,-0.98,0,0.021,0.009,-0.009,0,,,,,0.1175,0.0041,-0.0041,0,2455017.985,0.00361,-0.00361,0,BJD,0.24,0.22,-0.22,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-284_b/,http://exoplanets.org/detail/Kepler-284_b,2/26/14,19.54309896,80.077739,13.327502,314.072421,67.658838,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,0.3,-0.3,0,0,,,,,,,,,,-0.145,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.559,0.034,0,0,14.155,0.041,0,0,14.079,0.085,0,0,13.989,0.027,0,0,13.989,0.032,0,0,12.583,,-1,0,9.349,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.404,0.053,0,0,0.076,0.094,0,0,0.48,0.092,0,0,,,,,,,,,,,,,5
1142,Kepler-284,c,Transit,2,37.514456,0.00035,-0.00035,0,0.213,,,0,,,,,,,,,,,,,0.233,0.105,-0.105,0,,,,,,,,,0,1,293.146484,47.729649,,,,,,,,,5615,200,-200,0,0,,,,,,0.81,0.36,-0.36,0,0,,,Kepler-284 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,1.18,-1.18,0,0.024,0.011,-0.011,0,,,,,0.223,0.0063,-0.0063,0,2455022.301,0.00575,-0.00575,0,BJD,0.62,0.34,-0.34,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-284_c/,http://exoplanets.org/detail/Kepler-284_c,2/26/14,19.54309896,80.077739,13.327502,314.072421,67.658838,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,0.3,-0.3,0,0,,,,,,,,,,-0.145,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.559,0.034,0,0,14.155,0.041,0,0,14.079,0.085,0,0,13.989,0.027,0,0,13.989,0.032,0,0,12.583,,-1,0,9.349,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.404,0.053,0,0,0.076,0.094,0,0,0.48,0.092,0,0,,,,,,,,,,,,,5
1143,Kepler-285,b,Transit,2,2.633867,0.000012,-0.000012,0,0.036,,,0,,,,,,,,,,,,,0.12,0.052,-0.052,0,,,,,,,,,0,1,291.3909,48.065609,,,,,,,,,5411,200,-200,0,0,0.85,,,0,0,0.81,0.35,-0.35,0,0,,,Kepler-285 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,0.58,-0.58,0,0.012,0.005,-0.005,0,,,,,0.0859,0.0035,-0.0035,0,2454967.563,0.00251,-0.00251,0,BJD,0.09,0.22,-0.22,0,,,,,,,,,,,,,2014,3,0,17,8,http://exoplanet.eu/catalog/kepler-285_b/,http://exoplanets.org/detail/Kepler-285_b,2/26/14,19.42605998,79.874007,14.535446,311.552872,68.440898,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,0.3,-0.3,0,0,,,,,,,,,,-0.063,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.887,0.025,0,0,13.435,0.021,0,0,13.319,0.039,0,0,13.34,0.023,0,0,13.435,0.027,0,0,12.563,0.324,0,0,9.593,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.452,0.033,0,0,0.116,0.044,0,0,0.568,0.046,0,0,,,,,,,,,,,,,5
1144,Kepler-285,c,Transit,2,6.186676,0.000059,-0.000059,0,0.064,,,0,,,,,,,,,,,,,0.1,0.044,-0.044,0,,,,,,,,,0,1,291.3909,48.065609,,,,,,,,,5411,200,-200,0,0,0.85,,,0,0,0.81,0.35,-0.35,0,0,,,Kepler-285 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,0.49,-0.49,0,0.01,0.004,-0.004,0,,,,,0.1212,0.0082,-0.0082,0,2454969.634,0.00507,-0.00507,0,BJD,0.08,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,17,8,http://exoplanet.eu/catalog/kepler-285_c/,http://exoplanets.org/detail/Kepler-285_c,2/26/14,19.42605998,79.874007,14.535446,311.552872,68.440898,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,0.3,-0.3,0,0,,,,,,,,,,-0.063,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.887,0.025,0,0,13.435,0.021,0,0,13.319,0.039,0,0,13.34,0.023,0,0,13.435,0.027,0,0,12.563,0.324,0,0,9.593,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.452,0.033,0,0,0.116,0.044,0,0,0.568,0.046,0,0,,,,,,,,,,,,,5
1145,Kepler-286,b,Transit,4,1.796302,0.000009,-0.000009,0,0.027,,,0,,,,,,,,,,,,,0.111,0.022,-0.022,0,,,,,,,,,0,1,290.676147,48.294289,,,,,,,,,5580,131,-131,0,0,,,,,,0.86,0.17,-0.17,0,0,,,Kepler-286 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.25,-0.25,0,0.011,0.002,-0.002,0,,,,,0.0822,0.004,-0.004,0,2454966.331,0.00307,-0.00307,0,BJD,0.06,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-286_b/,http://exoplanets.org/detail/Kepler-286_b,2/26/14,19.37840983,79.886423,15.063923,310.595151,68.838085,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.15,-0.15,0,0,,,,,,,,,,-0.165,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.388,0.033,0,0,14.058,0.051,0,0,14.121,0.071,0,0,13.933,0.024,0,0,13.948,0.03,0,0,12.637,,-1,0,9.47,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.33,0.061,0,0,-0.063,0.087,0,0,0.267,0.078,0,0,,,,,,,,,,,,,5
1146,Kepler-286,c,Transit,4,3.468095,0.000023,-0.000023,0,0.042,,,0,,,,,,,,,,,,,0.122,0.024,-0.024,0,,,,,,,,,0,1,290.676147,48.294289,,,,,,,,,5580,131,-131,0,0,,,,,,0.86,0.17,-0.17,0,0,,,Kepler-286 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,0.27,-0.27,0,0.013,0.003,-0.003,0,,,,,0.096,0.0048,-0.0048,0,2454969.003,0.00392,-0.00392,0,BJD,0.2,0.22,-0.22,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-286_c/,http://exoplanets.org/detail/Kepler-286_c,2/26/14,19.37840983,79.886423,15.063923,310.595151,68.838085,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.15,-0.15,0,0,,,,,,,,,,-0.165,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.388,0.033,0,0,14.058,0.051,0,0,14.121,0.071,0,0,13.933,0.024,0,0,13.948,0.03,0,0,12.637,,-1,0,9.47,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.33,0.061,0,0,-0.063,0.087,0,0,0.267,0.078,0,0,,,,,,,,,,,,,5
1147,Kepler-286,d,Transit,4,5.914323,0.000054,-0.000054,0,0.061,,,0,,,,,,,,,,,,,0.119,0.024,-0.024,0,,,,,,,,,0,1,290.676147,48.294289,,,,,,,,,5580,131,-131,0,0,,,,,,0.86,0.17,-0.17,0,0,,,Kepler-286 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,0.27,-0.27,0,0.012,0.003,-0.003,0,,,,,0.1106,0.0069,-0.0069,0,2454966.487,0.00524,-0.00524,0,BJD,0.06,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-286_d/,http://exoplanets.org/detail/Kepler-286_d,2/26/14,19.37840983,79.886423,15.063923,310.595151,68.838085,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.15,-0.15,0,0,,,,,,,,,,-0.165,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.388,0.033,0,0,14.058,0.051,0,0,14.121,0.071,0,0,13.933,0.024,0,0,13.948,0.03,0,0,12.637,,-1,0,9.47,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.33,0.061,0,0,-0.063,0.087,0,0,0.267,0.078,0,0,,,,,,,,,,,,,5
1148,Kepler-286,e,Transit,4,29.221289,0.00037,-0.00037,0,0.176,,,0,,,,,,,,,,,,,0.158,0.038,-0.038,0,,,,,,,,,0,1,290.676147,48.294289,,,,,,,,,5580,131,-131,0,0,,,,,,0.86,0.17,-0.17,0,0,,,Kepler-286 e,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,0.43,-0.43,0,0.016,0.004,-0.004,0,,,,,0.1638,0.009,-0.009,0,2454972.33,0.00718,-0.00718,0,BJD,0.64,0.36,-0.36,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-286_e/,http://exoplanets.org/detail/Kepler-286_e,2/26/14,19.37840983,79.886423,15.063923,310.595151,68.838085,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.15,-0.15,0,0,,,,,,,,,,-0.165,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.388,0.033,0,0,14.058,0.051,0,0,14.121,0.071,0,0,13.933,0.024,0,0,13.948,0.03,0,0,12.637,,-1,0,9.47,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.33,0.061,0,0,-0.063,0.087,0,0,0.267,0.078,0,0,,,,,,,,,,,,,5
1149,Kepler-287,b,Transit,2,20.342199,0.000084,-0.000084,0,0.145,,,0,,,,,,,,,,,,,0.208,0.095,-0.095,0,,,,,,,,,0,1,290.92746,48.44355,,,,,,,,,5806,200,-200,0,0,,,,,,1.03,0.47,-0.47,0,0,,,Kepler-287 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,1.06,-1.06,0,0.021,0.01,-0.01,0,,,,,0.094,0.0042,-0.0042,0,2454970.699,0.00254,-0.00254,0,BJD,0.24,0.24,-0.24,0,,,,,,,,,,,,,2014,3,0,16,8,http://exoplanet.eu/catalog/kepler-287_b/,http://exoplanets.org/detail/Kepler-287_b,2/26/14,19.39516398,80.098125,14.972575,311.183631,68.909966,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,0.3,-0.3,0,0,,,,,,,,,,-0.077,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.542,0.027,0,0,13.201,0.03,0,0,13.135,0.034,0,0,13.077,0.023,0,0,13.122,0.025,0,0,12.72,,-1,0,9.167,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.341,0.04,0,0,0.066,0.045,0,0,0.407,0.043,0,0,,,,,,,,,,,,,5
