rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_disc,pl_status,pl_mnum,pl_st_npar,pl_st_nref,pl_pelink,pl_edelink,rowupdate,st_rah,st_glon,st_glat,st_elon,st_elat,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_plxblend,st_pmra,st_pmraerr,st_pmralim,st_pmdec,st_pmdecerr,st_pmdeclim,st_pm,st_pmerr,st_pmlim,st_pmblend,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_dens,st_denserr1,st_denserr2,st_denslim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_metratio,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actr,st_actrerr,st_actrlim,st_actrblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,swasp_id,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_uj,st_ujerr,st_ujlim,st_ujblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend,st_mips1,st_mips1err,st_mips1lim,st_mips1blend,st_mips2,st_mips2err,st_mips2lim,st_mips2blend,st_mips3,st_mips3err,st_mips3lim,st_mips3blend,st_iras1,st_iras1err,st_iras1lim,st_iras1blend,st_iras2,st_iras2err,st_iras2lim,st_iras2blend,st_iras3,st_iras3err,st_iras3lim,st_iras3blend,st_iras4,st_iras4err,st_iras4lim,st_iras4blend,st_photn,st_umbj,st_umbjerr,st_umbjlim,st_umbjblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend,st_vjmic,st_vjmicerr,st_vjmiclim,st_vjmicblend,st_vjmrc,st_vjmrcerr,st_vjmrclim,st_vjmrcblend,st_jmh2,st_jmh2err,st_jmh2lim,st_jmh2blend,st_hmk2,st_hmk2err,st_hmk2lim,st_hmk2blend,st_jmk2,st_jmk2err,st_jmk2lim,st_jmk2blend,st_bmy,st_bmyerr,st_bmylim,st_bmyblend,st_m1,st_m1err,st_m1lim,st_m1blend,st_c1,st_c1err,st_c1lim,st_c1blend,st_colorn
1118,Kepler-275,d,Transit,3,35.676062,0.000641,-0.000641,0,0.224,,,0,,,,,,,,,,,,,0.297,0.066,-0.066,0,,,,,,,,,0,1,292.479706,38.514927,,,,,,,,,6165,100,-100,0,0,1.24,,,0,0,1.38,0.26,-0.26,0,0,,,Kepler-275 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,0.74,-0.74,0,0.03,0.007,-0.007,0,,,,,0.3181,0.0134,-0.0134,0,2454978.001,0.01103,-0.01103,0,BJD,0.73,0.28,-0.28,0,,,,,,,,,,,,,2014,3,0,17,8,http://exoplanet.eu/catalog/kepler-275_d/,http://exoplanets.org/detail/Kepler-275_d,2/26/14,19.49864705,71.441128,9.646937,305.746649,59.195836,,,,,,0.4,,,9.3,,,9.3,,,,,,,,,,,,,,4.23,0.15,-0.15,0,0,,,,,,,,,,0.184,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.277,0.03,0,0,14.027,0.034,0,0,13.957,0.057,0,0,13.979,0.026,0,0,14.088,0.035,0,0,12.54,,-1,0,9.322,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.25,0.045,0,0,0.07,0.066,0,0,0.32,0.064,0,0,,,,,,,,,,,,,5
1119,Kepler-276,b,Transit,3,14.12841,0.000111,-0.000111,0,0.119,,,0,,,,,,,,,,,,,0.256,0.12,-0.12,0,,,,,,,,,0,1,293.568146,39.036327,,,,,,,,,6105,200,-200,0,0,1.1,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,,,Kepler-276 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,1.35,-1.35,0,0.026,0.012,-0.012,0,,,,,0.1555,0.006,-0.006,0,2454975.895,0.00418,-0.00418,0,BJD,0.85,0.3,-0.3,0,,,,,,,,,,,,,2014,3,0,22,10,http://exoplanet.eu/catalog/kepler-276_b/,http://exoplanets.org/detail/Kepler-276_b,2/26/14,19.57120972,72.306016,9.133357,307.641816,59.433713,,,,,,7.8,,,3.7,,,8.6,,,,,,,,,,,,,,4.45,0.3,-0.3,0,0,,,,,,,,,,0.012,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.234,0.026,0,0,13.867,0.028,0,0,13.838,0.053,0,0,13.831,0.026,0,0,13.967,0.035,0,0,12.677,,-1,0,9.256,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.367,0.038,0,0,0.029,0.06,0,0,0.396,0.059,0,0,,,,,,,,,,,,,5
1120,Kepler-276,c,Transit,3,31.884,,,0,,,,,,,,,0.052,0.014,-0.011,0,,,,,0.259,0.113,-0.025,0,,,,,,,,,1,1,293.568146,39.036327,,,,,,,,,6105,200,-200,0,0,1.1,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,,,Kepler-276 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,16.6,4.4,-3.6,0,,,,,2.9,1.27,-0.28,0,0.027,0.012,-0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,22,10,http://exoplanet.eu/catalog/kepler-276_c/,,12/16/13,19.57120972,72.306016,9.133357,307.641816,59.433713,,,,,,7.8,,,3.7,,,8.6,,,,,,,,,,,,,,4.45,0.3,-0.3,0,0,,,,,,,,,,0.012,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.234,0.026,0,0,13.867,0.028,0,0,13.838,0.053,0,0,13.831,0.026,0,0,13.967,0.035,0,0,12.677,,-1,0,9.256,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.367,0.038,0,0,0.029,0.06,0,0,0.396,0.059,0,0,,,,,,,,,,,,,5
1121,Kepler-276,d,Transit,3,48.648,,,0,,,,,,,,,0.051,0.016,-0.014,0,,,,,0.25,0.11,-0.024,0,,,,,,,,,1,1,293.568146,39.036327,,,,,,,,,6105,200,-200,0,0,1.1,0.22,-0.14,0,0,1.05,0.48,-0.48,0,0,,,Kepler-276 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,16.3,5,-4.3,0,,,,,2.8,1.23,-0.27,0,0.026,0.011,-0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,22,10,http://exoplanet.eu/catalog/kepler-276_d/,,12/16/13,19.57120972,72.306016,9.133357,307.641816,59.433713,,,,,,7.8,,,3.7,,,8.6,,,,,,,,,,,,,,4.45,0.3,-0.3,0,0,,,,,,,,,,0.012,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.234,0.026,0,0,13.867,0.028,0,0,13.838,0.053,0,0,13.831,0.026,0,0,13.967,0.035,0,0,12.677,,-1,0,9.256,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.367,0.038,0,0,0.029,0.06,0,0,0.396,0.059,0,0,,,,,,,,,,,,,5
1122,Kepler-277,b,Transit,2,17.324,,,0,,,,,,,,,0.275,0.131,-0.126,0,,,,,0.261,0.065,-0.056,0,,,,,,,,,1,1,286.58316,39.077209,,,,,,,,,5946,,,0,0,1.12,0.19,-0.11,0,0,1.69,0.42,-0.36,0,0,,,Kepler-277 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,87.3,41.7,-39.9,0,,,,,2.92,0.73,-0.63,0,0.027,0.007,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,18,9,http://exoplanet.eu/catalog/kepler-277_b/,,12/16/13,19.10554403,69.944202,14.038201,297.159064,60.962237,,,,,,5.3,,,16.6,,,17.4,,,,,,,,,,,,,,4.03,0.17,-0.13,0,0,,,,,,,,,,-0.315,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.288,0.021,0,0,12.003,0.022,0,0,11.966,0.022,0,0,11.854,0.022,0,0,11.886,0.021,0,0,11.807,0.182,0,0,9.297,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,0.285,0.03,0,0,0.037,0.031,0,0,0.322,0.03,0,0,,,,,,,,,,,,,5
1123,Kepler-277,c,Transit,2,33.006,,,0,,,,,,,,,0.202,0.057,-0.049,0,,,,,0.3,0.074,-0.064,0,,,,,,,,,1,1,286.58316,39.077209,,,,,,,,,5946,,,0,0,1.12,0.19,-0.11,0,0,1.69,0.42,-0.36,0,0,,,Kepler-277 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,64.2,18.1,-15.7,0,,,,,3.36,0.83,-0.72,0,0.031,0.008,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,18,9,http://exoplanet.eu/catalog/kepler-277_c/,,12/16/13,19.10554403,69.944202,14.038201,297.159064,60.962237,,,,,,5.3,,,16.6,,,17.4,,,,,,,,,,,,,,4.03,0.17,-0.13,0,0,,,,,,,,,,-0.315,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.288,0.021,0,0,12.003,0.022,0,0,11.966,0.022,0,0,11.854,0.022,0,0,11.886,0.021,0,0,11.807,0.182,0,0,9.297,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,0.285,0.03,0,0,0.037,0.031,0,0,0.322,0.03,0,0,,,,,,,,,,,,,5
1124,Kepler-278,b,Transit,2,30.160546,0.000311,-0.000311,0,0.207,,,0,,,,,,,,,,,,,0.363,0.014,-0.014,0,,,,,,,,,1,1,290.107178,38.702236,,,,,,,,,4991,75,-75,0,0,,,,,,2.94,0.07,-0.07,0,0,,,Kepler-278 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,0.16,-0.16,0,0.037,0.002,-0.002,0,,,,,0.3128,0.0063,-0.0063,0,2454971.512,0.00644,-0.00644,0,BJD,0.37,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,22,10,http://exoplanet.eu/catalog/kepler-278_b/,http://exoplanets.org/detail/Kepler-278_b,2/26/14,19.34047852,70.772121,11.390333,302.345,59.903762,,,,,,-0.6,,,5.7,,,5.7,,,,,,,,,,,,,,3.62,0.04,-0.04,0,0,,,,,,,,,,0.422,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,10.047,0.021,0,0,9.581,0.018,0,0,9.465,0.018,0,0,9.386,0.023,0,0,9.455,0.02,0,0,9.304,0.027,0,0,8.687,0.291,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.466,0.028,0,0,0.116,0.025,0,0,0.582,0.028,0,0,,,,,,,,,,,,,5
1125,Kepler-278,c,Transit,2,51.078775,0.00089,-0.00089,0,0.294,,,0,,,,,,,,,,,,,0.32,0.038,-0.038,0,,,,,,,,,1,1,290.107178,38.702236,,,,,,,,,4991,75,-75,0,0,,,,,,2.94,0.07,-0.07,0,0,,,Kepler-278 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,0.43,-0.43,0,0.033,0.004,-0.004,0,,,,,0.4715,0.0117,-0.0117,0,2454985.349,0.00953,-0.00953,0,BJD,0.76,0.29,-0.29,0,,,,,,,,,,,,,2014,3,0,22,10,http://exoplanet.eu/catalog/kepler-278_c/,http://exoplanets.org/detail/Kepler-278_c,2/26/14,19.34047852,70.772121,11.390333,302.345,59.903762,,,,,,-0.6,,,5.7,,,5.7,,,,,,,,,,,,,,3.62,0.04,-0.04,0,0,,,,,,,,,,0.422,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,10.047,0.021,0,0,9.581,0.018,0,0,9.465,0.018,0,0,9.386,0.023,0,0,9.455,0.02,0,0,9.304,0.027,0,0,8.687,0.291,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.466,0.028,0,0,0.116,0.025,0,0,0.582,0.028,0,0,,,,,,,,,,,,,5
1126,Kepler-279,b,Transit,3,12.309681,0.000051,-0.000051,0,0.112,,,0,,,,,,,,,,,,,0.323,0.063,-0.063,0,,,,,,,,,1,1,287.391235,42.194836,,,,,,,,,6363,259,-259,0,0,1.1,0.16,-0.13,0,0,1.75,0.32,-0.32,0,0,,,Kepler-279 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.62,0.71,-0.71,0,0.033,0.006,-0.006,0,,,,,0.2445,0.0033,-0.0033,0,2454970.686,0.00246,-0.00246,0,BJD,0.69,0.26,-0.26,0,,,,,,,,,,,,,2014,3,0,19,9,http://exoplanet.eu/catalog/kepler-279_b/,http://exoplanets.org/detail/Kepler-279_b,2/26/14,19.15941569,73.146971,14.724268,300.13365,63.825879,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,0.15,-0.15,0,0,,,,,,,,,,-0.57,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.724,0.021,0,0,12.509,0.02,0,0,12.509,0.019,0,0,12.501,0.027,0,0,12.507,0.025,0,0,12.701,0.405,0,0,9.439,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.215,0.029,0,0,0,0.028,0,0,0.215,0.028,0,0,,,,,,,,,,,,,5
1127,Kepler-279,c,Transit,3,35.736,,,0,,,,,,,,,0.155,0.023,-0.019,0,,,,,0.384,0.153,-0.037,0,,,,,,,,,1,1,287.391235,42.194836,,,,,,,,,6363,259,-259,0,0,1.1,0.16,-0.13,0,0,1.75,0.32,-0.32,0,0,,,Kepler-279 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,49.4,7.2,-5.9,0,,,,,4.3,1.72,-0.41,0,0.039,0.016,-0.004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,16,9,http://exoplanet.eu/catalog/kepler-279_c/,,12/16/13,19.15941569,73.146971,14.724268,300.13365,63.825879,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,0.15,-0.15,0,0,,,,,,,,,,-0.57,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.724,0.021,0,0,12.509,0.02,0,0,12.509,0.019,0,0,12.501,0.027,0,0,12.507,0.025,0,0,12.701,0.405,0,0,9.439,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.215,0.029,0,0,0,0.028,0,0,0.215,0.028,0,0,,,,,,,,,,,,,5
1128,Kepler-279,d,Transit,3,54.414,,,0,,,,,,,,,0.118,0.017,-0.014,0,,,,,0.277,0.111,-0.027,0,,,,,,,,,1,1,287.391235,42.194836,,,,,,,,,6363,259,-259,0,0,1.1,0.16,-0.13,0,0,1.75,0.32,-0.32,0,0,,,Kepler-279 d,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,37.5,5.5,-4.5,0,,,,,3.1,1.24,-0.3,0,0.028,0.011,-0.003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0,16,9,http://exoplanet.eu/catalog/kepler-279_d/,,12/16/13,19.15941569,73.146971,14.724268,300.13365,63.825879,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,0.15,-0.15,0,0,,,,,,,,,,-0.57,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,12.724,0.021,0,0,12.509,0.02,0,0,12.509,0.019,0,0,12.501,0.027,0,0,12.507,0.025,0,0,12.701,0.405,0,0,9.439,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.215,0.029,0,0,0,0.028,0,0,0.215,0.028,0,0,,,,,,,,,,,,,5
1129,Kepler-28,b,Transit,2,5.9123,,,0,0.062,,,0,,,,,1.51,,,1,,,,,0.321,,,0,,,,,,,,,1,1,292.137024,42.42942,,,,,,,,,4590,,,0,0,0.75,,,0,0,0.7,,,0,0,,,Kepler-28 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,479.9,,,1,,,,,3.6,,,0,0.033,,,0,,,,,0.1154,,,0,2454975.623,,,0,BJD,,,,,,,,,,,,,,,,,2011,3,0,23,9,http://exoplanet.eu/catalog/kepler-28_b/,http://exoplanets.org/detail/Kepler-28_b,12/3/12,19.4758016,74.880405,11.638761,307.773865,62.995166,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,,,0,0,,,,,,,,,,0.34,,,0,0,,,,,[M/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.334,0.022,0,0,12.767,0.024,0,0,12.719,0.028,0,0,12.635,0.023,0,0,12.677,0.023,0,0,12.7,0.4,0,0,9.036,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.567,0.033,0,0,0.048,0.037,0,0,0.615,0.036,0,0,,,,,,,,,,,,,5
1130,Kepler-28,c,Transit,2,8.9858,,,0,0.081,,,0,,,,,1.36,,,1,,,,,0.303,,,0,,,,,,,,,1,1,292.137024,42.42942,,,,,,,,,4590,,,0,0,0.75,,,0,0,0.7,,,0,0,,,Kepler-28 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,432.23,,,1,,,,,3.4,,,0,0.031,,,0,,,,,0.1829,,,0,2454981.728,,,0,BJD,,,,,,,,,,,,,,,,,2011,3,0,23,9,http://exoplanet.eu/catalog/kepler-28_c/,http://exoplanets.org/detail/Kepler-28_c,12/3/12,19.4758016,74.880405,11.638761,307.773865,62.995166,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,,,0,0,,,,,,,,,,0.34,,,0,0,,,,,[M/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.334,0.022,0,0,12.767,0.024,0,0,12.719,0.028,0,0,12.635,0.023,0,0,12.677,0.023,0,0,12.7,0.4,0,0,9.036,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.567,0.033,0,0,0.048,0.037,0,0,0.615,0.036,0,0,,,,,,,,,,,,,5
1131,Kepler-280,b,Transit,2,2.139542,0.000006,-0.000006,0,0.032,,,0,,,,,,,,,,,,,0.129,0.062,-0.062,0,,,,,,,,,0,1,291.390503,42.180588,,,,,,,,,5744,200,-200,0,0,0.91,,,0,0,0.89,0.43,-0.43,0,0,,,Kepler-280 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,0.7,-0.7,0,0.013,0.006,-0.006,0,,,,,0.0842,0.002,-0.002,0,2454966.653,0.0015,-0.0015,0,BJD,0.33,0.23,-0.23,0,,,,,,,,,,,,,2014,3,0,17,8,http://exoplanet.eu/catalog/kepler-280_b/,http://exoplanets.org/detail/Kepler-280_b,2/26/14,19.42603353,74.404217,12.025434,306.447175,62.938962,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,0.3,-0.3,0,0,,,,,,,,,,-0.169,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.289,0.022,0,0,12.914,0.024,0,0,12.844,0.022,0,0,12.837,0.024,0,0,12.89,0.024,0,0,13.062,,-1,0,9.309,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.375,0.033,0,0,0.07,0.033,0,0,0.445,0.031,0,0,,,,,,,,,,,,,5
1132,Kepler-280,c,Transit,2,4.807091,0.000009,-0.000009,0,0.056,,,0,,,,,,,,,,,,,0.179,0.087,-0.087,0,,,,,,,,,0,1,291.390503,42.180588,,,,,,,,,5744,200,-200,0,0,0.91,,,0,0,0.89,0.43,-0.43,0,0,,,Kepler-280 c,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.97,-0.97,0,0.018,0.009,-0.009,0,,,,,0.0375,0.0032,-0.0032,0,2454967.642,0.00104,-0.00104,0,BJD,0.68,0.09,-0.09,0,,,,,,,,,,,,,2014,3,0,17,8,http://exoplanet.eu/catalog/kepler-280_c/,http://exoplanets.org/detail/Kepler-280_c,2/26/14,19.42603353,74.404217,12.025434,306.447175,62.938962,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,0.3,-0.3,0,0,,,,,,,,,,-0.169,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,13.289,0.022,0,0,12.914,0.024,0,0,12.844,0.022,0,0,12.837,0.024,0,0,12.89,0.024,0,0,13.062,,-1,0,9.309,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.375,0.033,0,0,0.07,0.033,0,0,0.445,0.031,0,0,,,,,,,,,,,,,5
1133,Kepler-281,b,Transit,2,14.646008,0.000139,-0.000139,0,0.117,,,0,,,,,,,,,,,,,0.252,0.1,-0.1,0,,,,,,,,,0,1,294.108185,44.770699,,,,,,,,,5723,200,-200,0,0,0.98,,,0,0,0.9,0.35,-0.35,0,0,,,Kepler-281 b,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,1.12,-1.12,0,0.026,0.01,-0.01,0,,,,,0.2622,0.0052,-0.0052,0,2454969.517,0.00588,-0.00588,0,BJD,0.92,0.33,-0.33,0,,,,,,,,,,,,,2014,3,0,17,8,http://exoplanet.eu/catalog/kepler-281_b/,http://exoplanets.org/detail/Kepler-281_b,2/26/14,19.60721232,77.669301,11.413471,312.686798,64.678075,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,0.3,-0.3,0,0,,,,,,,,,,0.012,,,0,0,,,,,[Fe/H],,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,14.5,0.025,0,0,14.16,0.038,0,0,13.994,0.058,0,0,13.998,0.025,0,1,14.175,0.033,0,1,12.596,,-1,0,9.549,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,0.34,0.045,0,0,0.166,0.069,0,0,0.506,0.063,0,0,,,,,,,,,,,,,5
